"","folio","Edo","VERSION","INCIO","B","C","p1","p2a","p2b","p2c","P4","P5","p6","p7","P8","P9","P10A","P10B","P10C","P10D","P10E","P11","P12A","P12B","P12C","P12D","P12E","P12F","P12G","P12H","P12I","P12J","P12K","P12L","P12M","P12N","P12O","P12P","P12Q","P13A","P13B","P13C","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","p26","P27","P28","P29A","P29B","P29C","P29D","P29E","P29F","P29G","P30","P31","P32","P33","P34","P35A","P35B","P35D","P35E","P36","P37","P38A","P38B","P38C","P38D","P38E","P39A","P39B","P39C","P39D","P40","P41A","P41B","P41C","P42","P43","P44","P45","P46A","P46B","P46C","P46D","P46E","P46F","P46G","P47","boleta1","boleta2","FINAL","DIA","escol_x","gedad","cruce","ponde_rake","cve_unica_sec","circ","ClaveEntidad","Entidad","ClaveMun","Municipio","DistritoFederal","SECCION","Tipo1","FE_Final_","p1_recodificada","p19_recodificada"
"570",570,"Jalisco","Versión B",1535,"Hombre","25","Aumento gasolina","Aumento de precios/Inflación","Pobreza","Desempleo","Aprueba algo","Que permanezca","Maldad / Algo malo / malo","Se permite / No se hace nada","La cultura y educación","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Algo","Algo","Mucha","Poca","Mucha","Mucha","Algo","Poca","Mucha","Algo","Mucha","Mucha","Algo","Algo","Poca","Mucha","Algo","Honesto","Corrupto","Honesto","Nunca","La mayoría de las veces","Frecuentemente","Sirve","No","Dos","No",NA,NA,"Sí","No",NA,"No he sido víctima de corrupción","Igual","Ns/Nc","No","No","No","No","Sí","No","No","El Gobierno","Mal","Está fracasando","No","Mayores","Algo","Algo","Mucho","Algo","Servicios públicos","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Algo","Poca","Ns/Nc","Algo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","PRI","Ns/Nc","Secundaria","Trabajador por cuenta propia","No","No","No","No","No","No","No","Hasta $2,600","PRI","PRI",1601,1,"Secundaria","18-29",11,0.837221857629189,1142178,1,14,"Jalisco            ",83,"SAYULA                                           ",19,2178,"Mixto",49292.7211313241,"Economía",2
"571",571,"Jalisco","Versión A",1020,"Hombre","56","Economía","Economía","Desempleo","Inseguridad pública","Aprueba algo","Que permanezca","Mal gobierno / Gobierno","Ns/Nc","La pobreza y desigualdad","Sí se justifica","Sí","No","No","No","No","En el Gobierno y sector público","Poca","Algo","Algo","Poca","Algo","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Algo","Algo","Algo","Algo","Mucha","Algo","Corrupto","Corrupto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Es inútil","No","Ninguna","No",NA,NA,"No","No",NA,"No he sido víctima de corrupción","Igual","Igual","No","No","No","No","No","Sí","Sí","Los ciudadanos","Regular","Ns/Nc","No","Mayores","Algo","Poco","Algo","Poco","Economía","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Poca","Poca","Poca","Algo","Mucha","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","Bien","Castigar","Castigar","Castigar","Morena","PRI","Primaria sin terminar","Desempleado","No","No","No","No","No","No","No","$2,601 -  $6,000","MORENA","MORENA",1045,27,"Hasta primaria","50-+",13,1.01311182301472,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",64373.9757568124,"Economía",0
"572",572,"Jalisco","Versión B",1050,"Hombre","44","Corrupción","Corrupción","Economía","Inseguridad pública","Aprueba totalmente","Que permanezca","Políticos","Tristeza","Ns/Nc","No se justifica","No","No","No","No","No","Ns/Nc","Nada","Nada","Poca","Poca","Algo","Algo","Poca","Poca","Poca","Algo","Mucha","Algo","Mucha","Poca","Nada","Poca","Poca","Corrupto","Honesto","Corrupto","Nunca","Sólo algunas veces/Casi nunca","Poco frecuente","Sirve","No","Dos","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Igual","Disminuirá","Sí","No","No","No","No","No","Sí","Los ciudadanos","Bien","Está siendo exitoso","Sí","Mayores","Mucho","Mucho","Mucho","Algo","Economía","Las personas son honestas y no necesitan ser vigiladas","Mucha","Mucha","Poca","Poca","Algo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Perdonar","Ninguno","Ninguno","Secundaria","Trabajador en sector privado","No","Sí","No","Sí","No","No","No","$6,001 -  $10,000","Ns/Nc","Ns/Nc",1114,27,"Secundaria","30-49",12,0.746042711847861,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",47404.1802247758,"Corrupción",2
"573",573,"Jalisco","Versión A",1117,"Mujer","66","Drogadicción / Alcoholismo / Drogas","Corrupción","Mal gobierno","Inseguridad pública","Aprueba totalmente","Que permanezca","Mal gobierno / Gobierno","Otra respuesta","La cultura y educación","Sí se justifica","No","No","No","No","No","En el Gobierno y sector público","Poca","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Algo","Mucha","Algo","Corrupto","Honesto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Es inútil","No","Ninguna","No",NA,NA,"No","No",NA,"No he sido víctima de corrupción","Igual","Disminuirá","No","No","No","No","No","No","Sí","El Gobierno","Bien","Está siendo exitoso","No","Mayores","Poco","Algo","Algo","Poco","Seguridad pública","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Algo","Mucha","Poca","Poca","Poca","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","Bien","Perdonar","Perdonar","Perdonar","Morena","Ninguno","Primaria sin terminar","Ama de casa","No","No","No","No","No","No","No","$2,601 -  $6,000","MORENA","MORENA",1155,27,"Hasta primaria","50-+",23,1.35905504856531,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",86355.498732785,"Inseguridad",0
"574",574,"Jalisco","Versión B",1201,"Mujer","27","Seguridad / Inseguridad","Economía","Corrupción","Inseguridad pública","Aprueba totalmente","Que permanezca","Maldad / Algo malo / malo","Injusticia","La cultura y educación","Sí se justifica","No","No","No","No","Sí","En el Gobierno y sector público","Algo","Algo","Mucha","Algo","Poca","Poca","Algo","Algo","Poca","Algo","Algo","Algo","Algo","Algo","Poca","Poca","Algo","Honesto","Honesto","Corrupto","Sólo algunas veces/Casi nunca","Nunca","Frecuentemente","Es inútil","No","Dos","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Disminuido","Disminuirá","Sí","No","No","No","No","No","Sí","Todos","Bien","Está siendo exitoso","Sí","Menores","Mucho","Algo","Mucho","Mucho","Economía","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Algo","Algo","Mucha","Mucha","Poca","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","Muy bien","Castigar","Castigar","Perdonar","Morena","PRI","Preparatoria o bachillerato","Trabajador en el gobierno","Sí","No","Sí","No","Sí","Sí","Sí","$2,601 -  $6,000","Moviento Ciudadano","Moviento Ciudadano",1227,27,"Preparatoria o equivalente","18-29",21,0.899190930156011,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",57135.3465862848,"Inseguridad",2
"575",575,"Jalisco","Versión A",1230,"Mujer","47","Delincuencia","Corrupción","Inseguridad pública","Aumento de precios/Inflación","Aprueba totalmente","Que permanezca","Robo","No hay castigo","La pobreza y desigualdad","No se justifica","Sí","No","No","No","No","En el Gobierno y sector público","Mucha","Mucha","Algo","Poca","Algo","Poca","Algo","Algo","Algo","Algo","Algo","Mucha","Nada","Nada","Algo","Mucha","Algo","Corrupto","Corrupto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Sirve","Sí","Una","No",NA,NA,"No","No",NA,"No he sido víctima de corrupción","Igual","Disminuirá","No","No","No","No","No","No","No","Los ciudadanos","Muy bien","Está siendo exitoso","Sí","Mayores","Poco","Poco","Poco","Nada","Impartición de justicia","Las personas son honestas y no necesitan ser vigiladas","Algo","Mucha","Algo","Algo","Poca","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","Muy bien","Castigar","Castigar","Castigar","Morena","PRI","Primaria","Ama de casa","Sí","Sí","No","No","No","No","No","$6,001 -  $10,000","MORENA","MORENA",1258,27,"Hasta primaria","30-49",22,1.27946782650101,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",81298.4598281616,"Inseguridad",1
"576",576,"Jalisco","Versión B",1305,"Hombre","33","Economía","Economía","Pobreza","Desempleo","Ns/Nc","Que permanezca","Ns/Nc","Ns/Nc","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Poca","Algo","Mucha","Poca","Algo","Mucha","Mucha","Poca","Mucha","Mucha","Mucha","Mucha","Poca","Poca","Poca","Algo","Mucha","Honesto","Honesto","Honesto","La mayoría de las veces","La mayoría de las veces","Poco frecuente","Es inútil","Sí","Dos","Sí","2","Un favor / no tiene monto","Sí","No",NA,"Por miedo a represalias","Igual","Disminuirá","Sí","No","No","No","No","Sí","Sí","Ambas / Los dos","Bien","Está siendo exitoso","Sí","Mayores","Mucho","Mucho","Mucho","Mucho","Impartición de justicia","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Algo","Algo","Mucha","Mucha","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","Ninguno","PRI","Posgrado/Maestría/Doctorado","Trabajador en el gobierno","Sí","No","Sí","Sí","No","Sí","No","$10,001 -  $16,000","MORENA","MORENA",1330,27,"Universidad o más","30-49",12,1.48964238426014,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",94653.1276728466,"Economía",2
"577",577,"Jalisco","Versión A",1336,"Mujer","23","Delincuencia","Inseguridad pública","Aumento de precios/Inflación","Corrupción","Aprueba algo","Que permanezca","Falta de valores","Mal gobierno / Gobierno","La impunidad o falta de castigo","No se justifica","Sí","No","No","Sí","Sí","En el Gobierno y sector público","Nada","Nada","Nada","Nada","Poca","Algo","Poca","Nada","Nada","Poca","Algo","Nada","Nada","Nada","Poca","Nada","Nada","Ns/Nc","Ns/Nc","Ns/Nc","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Ns/Nc","No","Ninguna","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Igual","Ns/Nc","No","No","No","No","No","No","No","Los ciudadanos","Regular","Ns/Nc","Sí","Mayores","Poco","Algo","Algo","Poco","Impartición de justicia","Las personas son honestas y no necesitan ser vigiladas","Algo","Poca","Mucha","Mucha","Algo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","Bien","Castigar","Castigar","Perdonar","Ninguno","Ninguno","Universidad terminada","Trabajador por cuenta propia","Sí","Sí","Sí","Sí","Sí","Sí","Sí","$6,001 -  $10,000","Moviento Ciudadano","MORENA",1400,27,"Universidad o más","18-29",21,1.81604643463001,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",115393.115054408,"Inseguridad",0
"578",578,"Jalisco","Versión B",1409,"Hombre","53","Drogadicción / Alcoholismo / Drogas","Mal gobierno","Corrupción","Aumento de precios/Inflación","Aprueba algo","Que permanezca","Ns/Nc","Ns/Nc","La impunidad o falta de castigo","Sí se justifica","No","Sí","No","Sí","Sí","En el Gobierno y sector público","Poca","Mucha","Algo","Poca","Mucha","Mucha","Mucha","Algo","Poca","Algo","Algo","Ns/Nc","Poca","Nada","Algo","Algo","Poca","Corrupto","Honesto","Corrupto","Nunca","Nunca","Frecuentemente","Es inútil","No","Dos","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Igual","Disminuirá","No","No","No","No","No","No","Sí","El Gobierno","Bien","Está siendo exitoso","No","No habría diferencia","Algo","Algo","Algo","Algo","Programas sociales","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Poca","Poca","Nada","Mucha","Mucha","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Bien","Castigar","Castigar","Castigar","PRD","PRI","Primaria","Campesino o jornalero","Sí","No","No","No","No","No","No","$2,601 -  $6,000","PRD","PVEM",1435,27,"Hasta primaria","50-+",13,1.01311182301472,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",64373.9757568124,"Inseguridad",2
"579",579,"Jalisco","Versión A",1442,"Mujer","33","Delincuencia","Corrupción","Inseguridad pública","Aumento de precios/Inflación","Aprueba algo","Que permanezca","Delincuencia","No hay castigo","La impunidad o falta de castigo","No se justifica","Sí","No","No","No","No","En el Gobierno y sector público","Algo","Poca","Algo","Mucha","Mucha","Algo","Poca","Poca","Poca","Poca","Poca","Algo","Algo","Algo","Algo","Mucha","Mucha","Ns/Nc","Ns/Nc","Ns/Nc","Sólo algunas veces/Casi nunca","La mayoría de las veces","Frecuentemente","Es inútil","No","Dos","No",NA,NA,"No","No",NA,"No he sido víctima de corrupción","Aumentado","Disminuirá","No","No","No","No","No","No","No","Los ciudadanos","Regular","Ns/Nc","No","Mayores","Algo","Algo","Poco","Nada","Economía","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Algo","Mucha","Nada","Nada","Nada","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","No lo conoce","Perdonar","Perdonar","Castigar","Ninguno","PRI","Secundaria","Ama de casa","Sí","No","No","Sí","No","Sí","Sí","$2,601 -  $6,000","PAN","PAN",1510,27,"Secundaria","30-49",22,0.760722874693201,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",48336.970096184,"Inseguridad",2
"580",580,"Jalisco","Versión B",1520,"Hombre","24","Desempleo","Pobreza","Aumento de precios/Inflación","Economía","Aprueba totalmente","Que permanezca","PRI","Ns/Nc","La cultura y educación","No se justifica","No","No","No","No","No","En las empresas y sector privado","Ns/Nc","Ns/Nc","Ns/Nc","Ns/Nc","Mucha","Mucha","Algo","Ns/Nc","Nada","Ns/Nc","Algo","Mucha","Ns/Nc","Mucha","Algo","Mucha","Nada","Honesto","Honesto","Honesto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Poco frecuente","Sirve","Sí","Una","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Disminuido","Disminuirá","No","No","No","No","No","No","No","Los ciudadanos","Ns/Nc","Está siendo exitoso","Sí","Mayores","Mucho","Algo","Algo","Mucho","Impartición de justicia","Las personas son honestas y no necesitan ser vigiladas","Mucha","Algo","Ns/Nc","Ns/Nc","Ns/Nc","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","Bien","Castigar","Ns/Nc","Castigar","Morena","PRI","Ninguno","Campesino o jornalero","No","No","No","No","No","No","No","$6,001 -  $10,000","MORENA","MORENA",1545,27,"Hasta primaria","18-29",11,1.40813227275697,1142189,1,14,"Jalisco            ",84,"TALA                                             ",1,2189,"Urbano",89473.9067589836,"Desempleo",1
"581",581,"Jalisco","Versión A",1100,"Mujer","28","Delincuencia","Corrupción","Inseguridad pública","Aumento de precios/Inflación","Desaprueba algo","Que renuncie","Ns/Nc","Ns/Nc","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Poca","Mucha","Mucha","Poca","Mucha","Mucha","Algo","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Poca","Algo","Mucha","Mucha","Corrupto","Corrupto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Es inútil","No","Una","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Aumentado","Igual","No","No","Sí","No","No","No","Sí","El Gobierno","Mal","Está fracasando","No","Mayores","Mucho","Algo","Algo","Poco","Economía","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Poca","Algo","Poca","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","Mal","Castigar","Castigar","Perdonar","Ninguno","PRI","Secundaria","Ama de casa","No","No","No","No","No","No","No","$6,001 -  $10,000","Ns/Nc","Ns/Nc",1126,27,"Secundaria","18-29",21,0.909512391194432,1142360,1,14,"Jalisco            ",94,"TEPATITLAN DE MORELOS                            ",3,2360,"Mixto",53548.9371856408,"Inseguridad",1
"582",582,"Jalisco","Versión B",1130,"Mujer","30","Corrupción","Corrupción","Inseguridad pública","Desempleo","Aprueba algo","Que permanezca","Robo","Castigo/Castigar","La impunidad o falta de castigo","No se justifica","Sí","No","No","No","No","En el Gobierno y sector público","Poca","Algo","Algo","Poca","Algo","Mucha","Algo","Algo","Poca","Algo","Algo","Algo","Poca","Algo","Algo","Algo","Mucha","Corrupto","Corrupto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Es inútil","No","Dos","No",NA,NA,"No","No",NA,"No he sido víctima de corrupción","Igual","Igual","No","No","Sí","No","Sí","No","No","El Gobierno","Regular","Está siendo exitoso","Sí","No habría diferencia","Algo","Mucho","Mucho","Mucho","Economía","Las personas son honestas y no necesitan ser vigiladas","Algo","Poca","Algo","Algo","Poca","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Bien","Perdonar","Castigar","Perdonar","PAN","Ninguno","Secundaria","Ama de casa","No","No","No","No","No","No","No","$6,001 -  $10,000","Moviento Ciudadano","PAN",1135,27,"Secundaria","30-49",22,0.760722874693201,1142360,1,14,"Jalisco            ",94,"TEPATITLAN DE MORELOS                            ",3,2360,"Mixto",44788.7261647191,"Corrupción",2
"583",583,"Jalisco","Versión A",1203,"Hombre","57","Corrupción","Corrupción","Mal gobierno","Inseguridad pública","Aprueba totalmente","Que permanezca","Robo","Poder / Abuso de poder","La cultura y educación","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Algo","Poca","Nada","Nada","Mucha","Mucha","Algo","Mucha","Mucha","Algo","Poca","Algo","Mucha","Algo","Algo","Mucha","Algo","Corrupto","Honesto","Corrupto","Nunca","Nunca","Frecuentemente","Es inútil","No","Una","No",NA,NA,"Sí","No",NA,"Por miedo a represalias","Igual","Igual","Sí","No","No","No","Sí","No","Sí","El Gobierno","Regular","Ns/Nc","No","Mayores","Mucho","Mucho","Mucho","Algo","Seguridad pública","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Algo","Mucha","Mucha","Poca","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","Ninguno","PRI","Universidad terminada","Trabajador en el gobierno","Sí","Sí","Sí","Sí","No","Sí","Sí","$10,001 -  $16,000","MORENA","MORENA",1230,27,"Universidad o más","50-+",13,1.20274294503072,1142360,1,14,"Jalisco            ",94,"TEPATITLAN DE MORELOS                            ",3,2360,"Mixto",70813.3358461897,"Corrupción",1
"584",584,"Jalisco","Versión B",1235,"Mujer","46","Seguridad / Inseguridad","Corrupción","Inseguridad pública","Mal gobierno","Aprueba algo","Que permanezca","Ns/Nc","Ns/Nc","La cultura y educación","Sí se justifica","Sí","Sí","No","No","No","Entre los ciudadanos","Mucha","Algo","Algo","Algo","Mucha","Mucha","Mucha","Poca","Mucha","Mucha","Mucha","Mucha","Poca","Algo","Poca","Mucha","Mucha","Corrupto","Corrupto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Ns/Nc","Sirve","No","Ninguna","No",NA,NA,"No","No",NA,"No he sido víctima de corrupción","Igual","Aumentará","No","No","No","Sí","Sí","No","No","Los ciudadanos","Regular","Está siendo exitoso","No","Mayores","Algo","Mucho","Algo","Algo","Seguridad pública","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Algo","Mucha","Mucha","Algo","Mucha","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","No lo conoce","Castigar","Castigar","Perdonar","Ninguno","Ninguno","Primaria","Ama de casa","Sí","No","No","Sí","No","Sí","No","$6,001 -  $10,000","Moviento Ciudadano","Moviento Ciudadano",1300,27,"Hasta primaria","30-49",22,1.27946782650101,1142360,1,14,"Jalisco            ",94,"TEPATITLAN DE MORELOS                            ",3,2360,"Mixto",75330.630935521,"Inseguridad",0
